id,country,poor
418,A,0.672268326811461
41249,A,0.01
16205,A,0.57035181680994
97501,A,0.01
67756,A,0.99
17938,A,0.01
19036,A,0.01
61587,A,0.683639358415408
57571,A,0.99
64203,A,0.622148711785434
30762,A,0.99
41072,A,0.01
46727,A,0.408199268917581
78263,A,0.99
58110,A,0.397510234424812
13124,A,0.578413393122583
71752,A,0.99
75036,A,0.697463522951483
68309,A,0.99
5668,A,0.01
27937,A,0.01
60163,A,0.231098080133985
97835,A,0.01
7186,A,0.01
36143,A,0.498392309348138
3465,A,0.99
29970,A,0.465654445429061
60973,A,0.99
31451,A,0.01
82565,A,0.323470007978652
7160,A,0.99
55644,A,0.99
67347,A,0.606028168939714
67980,A,0.99
3941,A,0.99
37733,A,0.99
14312,A,0.99
33905,A,0.99
34048,A,0.434299703790906
30841,A,0.527539331703917
66811,A,0.99
19355,A,0.352274071125638
32371,A,0.500787806292477
9370,A,0.99
44995,A,0.601740513263639
78395,A,0.99
98886,A,0.99
6364,A,0.99
96637,A,0.01
8007,A,0.684760312880083
68662,A,0.01
84129,A,0.99
28419,A,0.99
36223,A,0.99
89997,A,0.450889103849236
2014,A,0.01
64344,A,0.01
27605,A,0.99
75725,A,0.39005919715138
13703,A,0.01
56579,A,0.99
71352,A,0.99
30580,A,0.504869642764022
61719,A,0.99
46701,A,0.509831876378701
58792,A,0.427805565181983
21795,A,0.648068767561415
89821,A,0.58605758709867
40888,A,0.623522912037197
61276,A,0.99
21635,A,0.99
39822,A,0.99
56597,A,0.528913964293804
89350,A,0.01
54128,A,0.99
48435,A,0.313898986400824
16642,A,0.99
97330,A,0.562903748575931
43863,A,0.01
63177,A,0.658747656083563
72054,A,0.01
5435,A,0.361455137486914
34168,A,0.99
99214,A,0.361532532211835
55216,A,0.99
91361,A,0.99
88552,A,0.374158138449674
16461,A,0.99
62843,A,0.99
9365,A,0.99
3919,A,0.441817714169829
3475,A,0.73634616051845
28437,A,0.01
65891,A,0.99
16408,A,0.01
80229,A,0.01
80092,A,0.99
9034,A,0.353494760566047
95006,A,0.01
26614,A,0.01
14155,A,0.586357571514667
175,A,0.99
11855,A,0.99
87429,A,0.657432479149737
19276,A,0.99
28524,A,0.01
52062,A,0.99
54837,A,0.426249428177187
50411,A,0.99
15859,A,0.99
6544,A,0.673703893082742
63085,A,0.343808184335475
93525,A,0.695248235939403
7089,A,0.99
29028,A,0.522467326569056
10228,A,0.390518218218158
11000,A,0.393998269592487
39317,A,0.331624866387012
53722,A,0.01
22735,A,0.01
86326,A,0.01
13015,A,0.99
83434,A,0.543833826120714
95951,A,0.99
35789,A,0.99
92070,A,0.555639912340712
29877,A,0.01
11670,A,0.439281461835543
30491,A,0.354325373516431
78548,A,0.99
70612,A,0.99
44361,A,0.575440229440515
77828,A,0.696054600044712
72156,A,0.99
86101,A,0.561161977096523
75241,A,0.429025362097993
35530,A,0.99
42407,A,0.01
22616,A,0.442827498633168
29041,A,0.697851787251861
69778,A,0.01
75084,A,0.604533007693766
30574,A,0.358714933150105
80716,A,0.441608898999214
87892,A,0.99
91269,A,0.245119147575058
91947,A,0.01
45831,A,0.99
98482,A,0.465056262773688
28179,A,0.588797331085254
98825,A,0.01
1101,A,0.01
2241,A,0.01
25718,A,0.99
30902,A,0.99
8423,A,0.99
39033,A,0.99
73916,A,0.99
17478,A,0.696586261475077
86283,A,0.01
41579,A,0.99
84576,A,0.317334874031992
63065,A,0.01
68360,A,0.99
44092,A,0.559092594471747
13310,A,0.01
83761,A,0.99
83276,A,0.01
85353,A,0.661099075416275
26791,A,0.363081509620609
23898,A,0.314207607322876
62311,A,0.346229797426542
31530,A,0.99
89156,A,0.01
12991,A,0.01
18332,A,0.01
48546,A,0.597034552353544
57081,A,0.67912163647969
27653,A,0.01
52928,A,0.260932799651966
66053,A,0.385021778810049
5032,A,0.491500274208052
31297,A,0.612748946388004
64582,A,0.693462496629627
57003,A,0.309949979669672
8274,A,0.01
56312,A,0.493521975637944
97874,A,0.01
16559,A,0.220631841188403
17203,A,0.99
36667,A,0.477080013294666
80486,A,0.01
76722,A,0.01
47789,A,0.01
70456,A,0.500837450277498
47415,A,0.01
12804,A,0.01
83822,A,0.99
32238,A,0.99
54601,A,0.262400230162408
94263,A,0.01
85685,A,0.01
10657,A,0.653650260370811
74097,A,0.01
86562,A,0.01
12410,A,0.51103908121364
26132,A,0.99
83577,A,0.474230952663731
19690,A,0.99
52773,A,0.34811765868817
49483,A,0.01
16719,A,0.99
20322,A,0.382361205831111
47897,A,0.99
73692,A,0.99
31916,A,0.99
68075,A,0.661978316242129
93627,A,0.99
84374,A,0.99
63891,A,0.01
59028,A,0.01
43003,A,0.446937810090503
95033,A,0.508151197905272
48279,A,0.487085943332213
71913,A,0.99
91196,A,0.01
46483,A,0.99
28667,A,0.01
23079,A,0.99
58649,A,0.01
64041,A,0.01
55689,A,0.01
81716,A,0.99
58514,A,0.549066842657278
20052,A,0.611355790340184
53456,A,0.99
2512,A,0.01
86890,A,0.01
81192,A,0.660562261935508
66417,A,0.01
8419,A,0.99
32564,A,0.01
34393,A,0.99
7057,A,0.471012238287508
50304,A,0.748132194506664
41824,A,0.01
70043,A,0.01
94091,A,0.01
11420,A,0.471840706786994
68757,A,0.99
75702,A,0.99
92710,A,0.99
28071,A,0.650932972864154
24826,A,0.01
89112,A,0.99
18848,A,0.40758393954955
55655,A,0.01
79168,A,0.481697219865028
66354,A,0.51763596139323
67873,A,0.01
75991,A,0.99
40607,A,0.567881867932108
20723,A,0.578248939462253
13357,A,0.344403972361343
46355,A,0.01
80064,A,0.01
45404,A,0.99
99619,A,0.01
91842,A,0.679017762311669
61780,A,0.484011943840129
46707,A,0.01
59117,A,0.99
40088,A,0.99
98613,A,0.400418644546236
41865,A,0.01
99381,A,0.658650668114874
76302,A,0.99
25079,A,0.99
38637,A,0.01
7085,A,0.554981956247859
47240,A,0.01
30848,A,0.01
68880,A,0.99
3933,A,0.716547269885172
28133,A,0.01
45840,A,0.99
9811,A,0.429347173940629
24911,A,0.42669351020418
65077,A,0.313484394416286
97989,A,0.01
49381,A,0.01
14742,A,0.687810228744272
76405,A,0.657209361853294
26246,A,0.366139373663487
73638,A,0.01
90149,A,0.01
74776,A,0.673345578675925
23857,A,0.331817604907143
9767,A,0.379013713106641
94303,A,0.99
28389,A,0.99
42001,A,0.464477027189961
73136,A,0.01
60149,A,0.01
64068,A,0.99
18411,A,0.99
59054,A,0.99
54001,A,0.99
21606,A,0.01
19058,A,0.01
54507,A,0.99
81475,A,0.99
1209,A,0.99
37778,A,0.642908237548261
58313,A,0.01
77647,A,0.99
90585,A,0.505453992763593
38122,A,0.01
